,id,title,tags
10,1452,Superman Returns,"supermanreturnstodiscoverhis5-yearabsencehasallowedlexluthortowalkfree,andthatthosehewasclosesttoofeltabandonedandhavemovedon.luthorplotshisultimaterevengethatcouldseemillionskilledandchangethefaceoftheplanetforever,aswellasriddinghimselfofthemanofsteel.savingtheworlddccomicsinvulnerabilitysequelsuperherobasedoncomicbookkryptonitesuperpowerssuperhumanstrengthlexluthoradventurefantasyactionsciencefictionbrandonrouthkevinspaceykatebosworthjamesmarsdenparkerposeybryansing"
11,10764,Quantum of Solace,"quantumofsolacecontinuestheadventuresofjamesbondaftercasinoroyale.betrayedbyvesper,thewomanheloved,007fightstheurgetomakehislatestmissionpersonal.pursuinghisdeterminationtouncoverthetruth,bondandminterrogatemr.white,whorevealsthattheorganizationthatblackmailedvesperisfarmorecomplexanddangerousthananyonehadimagined.killingundercoversecretagentbritishsecretserviceadventureactionthrillercrimedanielcraigolgakurylenkomathieuamalricjudidenchgiancarlogianninimarcforst"
12,58,Pirates of the Caribbean: Dead Man's Chest,"captainjacksparrowworkshiswayoutofablooddebtwiththeghostlydaveyjones,healsoattemptstoavoideternaldamnation.witchfortunetellerbondageexoticislandmonstercaptaincardgameeastindiatradingcompanycompassshipdaughterpirateswashbuckleraftercreditsstingeradventurefantasyactionjohnnydepporlandobloomkeiraknightleystellanskarsgårdbillnighygoreverbinski"
13,57201,The Lone Ranger,"thetexasrangerschasedownagangofoutlawsledbybutchcavendish,butthegangambushestherangers,seeminglykillingthemall.onesurvivorisfound,however,byanamericanindiannamedtonto,whonurseshimbacktohealth.theranger,donningamaskandridingawhitestallionnamedsilver,teamsupwithtontotobringtheunscrupulousgangandothersofthatilktojustice.texashorsesurvivortexasrangerpartneroutlawescapelawyertrainlonerangercomanchethelonerangertontoactionadventurewesternjohnnydepparmiehammerwilliamfichtnerhelenabonhamcarterjamesbadgedalegoreverbinski"
14,49521,Man of Steel,"ayoungboylearnsthathehasextraordinarypowersandisnotofthisearth.asayoungman,hejourneystodiscoverwherehecamefromandwhathewassentheretodo.buttheheroinhimmustemergeifheistosavetheworldfromannihilationandbecomethesymbolofhopeforallmankind.savingtheworlddccomicssuperherobasedoncomicbooksuperhumanalieninvasionrebootsuperpowersdcextendeduniverseactionadventurefantasysciencefictionhenrycavillamyadamsmichaelshannonkevincostnerdianelanezacksnyd"
15,2454,The Chronicles of Narnia: Prince Caspian,"oneyearaftertheirincredibleadventuresinthelion,thewitchandthewardrobe,peter,edmund,lucyandsusanpevensiereturntonarniatoaidayoungprincewhoselifehasbeenthreatenedbytheevilkingmiraz.now,withthehelpofacolorfulcastofnewcharacters,includingtrufflehunterthebadgerandnikabrikthedwarf,thepevensieclanembarksonanincrediblequesttoensurethatnarniaisreturnedtoitsrightfulheir.basedonnovelfictionalplacebrothersisterrelationshiplionhumanbeingwretchleapintimematteroflifeanddeathfaithunclenarniafantasyworldadventurefamilyfantasybenbarneswilliammoseleyannapopplewellskandarkeynesgeorgiehenleyandrewadamson"
16,24428,The Avengers,"whenanunexpectedenemyemergesandthreatensglobalsafetyandsecurity,nickfury,directoroftheinternationalpeacekeepingagencyknownass.h.i.e.l.d.,findshimselfinneedofateamtopulltheworldbackfromthebrinkofdisaster.spanningtheglobe,adaringrecruitmenteffortbegins!newyorkshieldmarvelcomicsuperherobasedoncomicbookalieninvasionsuperheroteamaftercreditsstingerduringcreditsstingermarvelcinematicuniversesciencefictionactionadventurerobertdowneyjr.chrisevansmarkruffalochrishemsworthscarlettjohanssonjosswhedon"
17,1865,Pirates of the Caribbean: On Stranger Tides,"captainjacksparrowcrossespathswithawomanfromhispast,andhe'snotsureifit'slove--orifshe'saruthlessconartistwho'susinghimtofindthefabledfountainofyouth.whensheforceshimaboardthequeenanne'srevenge,theshipoftheformidablepirateblackbeard,jackfindshimselfonanunexpectedadventureinwhichhedoesn'tknowwhotofearmore:blackbeardorthewomanfromhispast.seacaptainmutinyswordprimeministersailingsilvershipdukemermaidpiratesoldierbattleswashbuckleraftercreditsstinger3dadventureactionfantasyjohnnydepppenélopecruzianmcshanekevinmcnallygeoffreyrushrobmarshal"
18,41154,Men in Black 3,"agentsj(willsmith)andk(tommyleejones)areback...intime.jhasseensomeinexplicablethingsinhis15yearswiththemeninblack,butnothing,notevenaliens,perplexeshimasmuchashiswry,reticentpartner.butwhenk'slifeandthefateoftheplanetareputatstake,agentjwillhavetotravelbackintimetoputthingsright.jdiscoversthattherearesecretstotheuniversethatknevertoldhim-secretsthatwillrevealthemselvesasheteamsupwiththeyoungagentk(joshbrolin)tosavehispartner,theagency,andthefutureofhumankind.timetraveltimemachinealienfictionalgovernmentagencyseeingthefuturechanginghistoryactioncomedysciencefictionwillsmithtommyleejonesjoshbrolinmichaelstuhlbargemmathompsonbarrysonnenfeld"
19,122917,The Hobbit: The Battle of the Five Armies,"immediatelyaftertheeventsofthedesolationofsmaug,bilboandthedwarvestrytodefenderebor'smountainoftreasurefromotherswhoclaimit:themenoftheruinedlaketownandtheelvesofmirkwood.meanwhileanarmyoforcsledbyazogthedefilerismarchingonerebor,fueledbytheriseofthedarklordsauron.dwarves,elvesandmenmustunite,andthehopeformiddle-earthfallsintobilbo'shands.corruptionelvesdwarvesorcsmiddle-earth(tolkien)hobbitdragonbattleunlikelyfriendshipepicbattleswordandsorceryactionadventurefantasymartinfreemanianmckellenrichardarmitagekenstottgrahammctavishpeterjackson"
20,1930,The Amazing Spider-Man,"peterparkerisanoutcasthighschoolerabandonedbyhisparentsasaboy,leavinghimtoberaisedbyhisunclebenandauntmay.likemostteenagers,peteristryingtofigureoutwhoheisandhowhegottobethepersonheistoday.aspeterdiscoversamysteriousbriefcasethatbelongedtohisfather,hebeginsaquesttounderstandhisparents'disappearance–leadinghimdirectlytooscorpandthelabofdr.curtconnors,hisfather'sformerpartner.asspider-manissetonacollisioncoursewithconnors'alterego,thelizard,peterwillmakelife-alteringchoicestousehispowersandshapehisdestinytobecomeahero.lossoffathervigilanteserummarvelcomicscientificexperimentspiderbitemaskedvigilanterebootsuperpowersgeneticengineeringsocialoutcastduringcreditsstingeractionadventurefantasyandrewgarfieldemmastonerhysifansdenislearycampbellscottmarcwebb"
21,20662,Robin Hood,"whensoldierrobinhappensuponthedyingrobertofloxley,hepromisestoreturntheman'sswordtohisfamilyinnottingham.there,heassumesrobert'sidentity;romanceshiswidow,marion;anddrawstheireofthetown'ssheriffandkingjohn'shenchman,godfrey.robinhoodarcherknightsherwoodforestbowandarrowmiddleagesmedievalkingofenglandactionadventurerussellcrowecateblanchettmaxvonsydowwilliamhurtmarkstrongridleyscott"
22,57158,The Hobbit: The Desolation of Smaug,"thedwarves,bilboandgandalfhavesuccessfullyescapedthemistymountains,andbilbohasgainedtheonering.theyallcontinuetheirjourneytogettheirgoldbackfromthedragon,smaug.elvesdwarvesorcshobbitdragonwizardswordandsorceryadventurefantasymartinfreemanianmckellenrichardarmitagekenstottgrahammctavishpeterjackson"
23,2268,The Golden Compass,"afteroverhearingashockingsecret,precociousorphanlyrabelacquatradeshercarefreeexistenceroamingthehallsofjordancollegeforanotherworldlyadventureinthefarnorth,unawarethatit'spartofherdestiny.englandcompassexperimentlordshipunclepolarbearorphananimalbasedonyoungadultnoveladventurefantasydakotabluerichardsnicolekidmandanielcraigsamelliottevagreenchrisweitz"
24,254,King Kong,"in1933newyork,anoverlyambitiousmovieproducercoerceshiscastandhiredshipcrewtotraveltomysteriousskullisland,wheretheyencounterkong,agiantapewhoisimmediatelysmittenwiththeleadinglady.filmbusinessscreenplayshowbusinessfilmmakingfilmproducerexoticislandmonsterindigenousshipdinosauradventuredramaactionnaomiwattsjackblackadrienbrodythomaskretschmanncolinhankspeterjackson"
25,597,Titanic,"84yearslater,a101-year-oldwomannamedrosedewittbukatertellsthestorytohergranddaughterlizzycalvert,brocklovett,lewisbodine,bobbybuellandanatolymikailavichonthekeldyshaboutherlifesetinapril10th1912,onashipcalledtitanicwhenyoungroseboardsthedepartingshipwiththeupper-classpassengersandhermother,ruthdewittbukater,andherfiancé,caledonhockley.meanwhile,adrifterandartistnamedjackdawsonandhisbestfriendfabrizioderossiwinthird-classticketstotheshipinagame.andsheexplainsthewholestoryfromdepartureuntilthedeathoftitaniconitsfirstandlastvoyageapril15th,1912at2:20inthemorning.shipwreckicebergshippanictitanicoceanlinerepicrichwoman-poormanlovedisastertragicloveclassdifferencesimaxstarcrossedloverssteeragesalvagerichsnob3d1910sdramaromancethrillerkatewinsletleonardodicapriofrancesfisherbillyzanekathybatesjamescameron"
26,271110,Captain America: Civil War,"followingtheeventsofageofultron,thecollectivegovernmentsoftheworldpassanactdesignedtoregulateallsuperhumanactivity.thispolarizesopinionamongsttheavengers,causingtwofactionstosidewithironmanorcaptainamerica,whichcausesanepicbattlebetweenformerallies.civilwarwarmarvelcomicsequelsuperherobasedoncomicbookimaxaftercreditsstingerduringcreditsstingermarvelcinematicuniverse3dadventureactionsciencefictionchrisevansrobertdowneyjr.scarlettjohanssonsebastianstananthonymackieanthonyrussojoerusso"
27,44833,Battleship,"whenmankindbeamsaradiosignalintospace,areplycomesfrom‘planetg’,intheformofseveralaliencraftsthatsplashdowninthewatersoffhawaii.lieutenantalexhopperisaweaponsofficerassignedtotheussjohnpauljones,partofaninternationalnavalcoalitionwhichbecomestheworld'slasthopeforsurvivalastheyengagethehostilealienforceofunimaginablestrength.whiletakingontheinvaders,hoppermustalsotrytoliveuptothepotentialhisbrother,andhisfiancée'sfather,admiralshane,expectofhim.fightu.s.navymindreadinghongkongsoccerscientistfictionalwarnavalarmadabattleshipnavalcombatjdsmyokolostcommunicationtaserbuoycommunicationsexpertjointchiefsofstaffcrashlandingjetfighterpilotnavylieutenantpermissiontomarryussjohnpauljonesbasedonboardgameaftercreditsstingermightymoussmissourithrilleractionadventuresciencefictiontaylorkitschalexanderskarsgårdrihannabrooklyndeckertadanobuasanopeterberg"
28,135397,Jurassic World,"twenty-twoyearsaftertheeventsofjurassicpark,islanublarnowfeaturesafullyfunctioningdinosaurthemepark,jurassicworld,asoriginallyenvisionedbyjohnhammond.monsterdnatyrannosaurusrexvelociraptorislandsequelsuspensedisasterescapedinosauramusementparkanimalattackthemeparkjurassicpark3danimalhorroractionadventuresciencefictionthrillerchrisprattbrycedallashowardirrfankhanvincentd'onofrionickrobinsoncolintrevorrow"
29,37724,Skyfall,"whenbond'slatestassignmentgoesgravelywrongandagentsaroundtheworldareexposed,mi6isattackedforcingmtorelocatetheagency.theseeventscauseherauthorityandpositiontobechallengedbygarethmallory,thenewchairmanoftheintelligenceandsecuritycommittee.withmi6nowcompromisedfrombothinsideandout,misleftwithoneallyshecantrust:bond.007takestotheshadows-aidedonlybyfieldagent,eve-followingatrailtothemysterioussilva,whoselethalandhiddenmotiveshaveyettorevealthemselves.spysecretagentsociopathkillerartgallerybritishsecretserviceistanbulturkeyimaxuziboobytrapimpersonatingapoliceofficermacaoactionadventurethrillerdanielcraigjudidenchjavierbardemralphfiennesnaomieharrissammend"
30,558,Spider-Man 2,"peterparkerisgoingthroughamajoridentitycrisis.burnedoutfrombeingspider-man,hedecidestoshelvehissuperheroalterego,whichleavesthecitysufferinginthewakeofcarnageleftbytheevildocock.inthemeantime,parkerstillcan'tactonhisfeelingsformaryjanewatson,agirlhe'slovedsincechildhood.dualidentityloveofone'slifepizzaboymarvelcomicsequelsuperherodoctorscientisttentacledeathsupervillainactionadventurefantasytobeymaguirekirstendunstjamesfrancoalfredmolinarosemaryharrissamraimi"
31,68721,Iron Man 3,"whentonystark'sworldistornapartbyaformidableterroristcalledthemandarin,hestartsanodysseyofrebuildingandretribution.terroristwaronterrortennesseemalibumarvelcomicsuperherobasedoncomicbooktonystarkironmanaftercreditsstingermarvelcinematicuniversemandarin3dwarmachineironpatriotextremisactionadventuresciencefictionrobertdowneyjr.gwynethpaltrowdoncheadleguypearcerebeccahallshaneblack"
32,12155,Alice in Wonderland,"alice,anunpretentiousandindividual19-year-old,isbetrothedtoadunceofanenglishnobleman.atherengagementparty,sheescapesthecrowdtoconsiderwhethertogothroughwiththemarriageandfallsdownaholeinthegardenafterspottinganunusualrabbit.arrivinginastrangeandsurrealplacecalled'underland,'shefindsherselfinaworldthatresemblesthenightmaresshehadasachild,filledwithtalkinganimals,villainousqueensandknights,andfrumiousbandersnatches.alicerealizesthatsheisthereforareason–toconquerthehorrificjabberwockyandrestoretherightfulqueentoherthrone.basedonnovelfictionalplacequeenfantasyaliceinwonderlandfantasyworld3dfamilyfantasyadventuremiawasikowskajohnnydeppannehathawayhelenabonhamcartercrispinglovertimburton"
33,36668,X-Men: The Last Stand,"whenacureisfoundtotreatmutations,linesaredrawnamongstthex-menandthebrotherhood,abandofpowerfulmutantsorganizedunderxavier'sformerally,magneto.mutantmarvelcomicbasedoncomicbooksuperhumanbeastcyclopsaftercreditsstingeradventureactionsciencefictionthrillerhughjackmanhalleberryianmckellenpatrickstewartfamkejanssenbrettratn"
34,62211,Monsters University,alookattherelationshipbetweenmikeandsulleyduringtheirdaysatmonstersuniversity—whentheyweren'tnecessarilythebestoffriends.monsterdormitorygamesanimationbestfrienduniversityscaryaftercreditsstingeranimationfamilybillycrystaljohngoodmanstevebuscemihelenmirrennoahjohnstondanscanlon
35,8373,Transformers: Revenge of the Fallen,"samwitwickyleavestheautobotsbehindforanormallife.butwhenhismindisfilledwithcrypticsymbols,thedecepticonstargethimandheisdraggedbackintothetransformers'war.egyptsunchaossymbolartifacttransformerstankrobotimaxduringcreditsstingersciencefictionactionadventureshialabeoufmeganfoxjoshduhamelrainnwilsontyresegibsonmichaelbay"
36,91314,Transformers: Age of Extinction,"ashumanitypicksupthepieces,followingtheconclusionof""transformers:darkofthemoon,""autobotsanddecepticonshaveallbutvanishedfromthefaceoftheplanet.however,agroupofpowerful,ingeniousbusinessmanandscientistsattempttolearnfrompasttransformerincursionsandpushtheboundariesoftechnologybeyondwhattheycancontrol-allwhileanancient,powerfultransformermenacesetsearthinhiscross-hairs.sequelalientransformersgiantrobotrobotimaxtransformingrobotsciencefictionactionadventuremarkwahlbergstanleytuccikelseygrammernicolapeltzjackreynormichaelbay"
37,68728,Oz: The Great and Powerful,"oscardiggs,asmall-timecircusillusionistandcon-artist,iswhiskedfromkansastothelandofozwheretheinhabitantsassumehe'sthegreatwizardofprophecy,theretosaveozfromtheclutchesofevil.circuswitchmagichopeillusionlostmagictrickwizard3dfantasyadventurefamilyjamesfrancomilakunisrachelweiszmichellewilliamszachbraffsamraimi"
38,102382,The Amazing Spider-Man 2,"forpeterparker,lifeisbusy.betweentakingoutthebadguysasspider-manandspendingtimewiththepersonheloves,gwenstacy,highschoolgraduationcannotcomequicklyenough.peterhasnotforgottenaboutthepromisehemadetogwen’sfathertoprotectherbystayingaway,butthatisapromisehecannotkeep.thingswillchangeforpeterwhenanewvillain,electro,emerges,anoldfriend,harryosborn,returns,andpeteruncoversnewcluesabouthispast.obsessionmarvelcomicsequelbasedoncomicbookelectrocutionmedicalexperimentelectricitysuperpowersactionadventurefantasyandrewgarfieldemmastonejamiefoxxdanedehaancampbellscottmarcwebb"
39,20526,TRON: Legacy,"samflynn,thetech-savvyanddaringsonofkevinflynn,investigateshisfather'sdisappearanceandispulledintothegrid.withthehelpofamysteriousprogramnamedquorra,samqueststostopevildictatorclufromcrossingintotherealworld.artificialintelligencesecretidentitycomputerprogramdystopiacomputerdeceptionduelmotorcycleneonlightautocracyadventureactionsciencefictiongarretthedlundjeffbridgesoliviawildebruceboxleitneryayadacostajosephkosinski"
40,49013,Cars 2,starracecarlightningmcqueenandhispalmaterheadoverseastocompeteintheworldgrandprixrace.buttheroadtothechampionshipbecomesrockyasmatergetscaughtupinanintriguingadventureofhisown:internationalespionage.carracesequelcomedyanthropomorphismbestfriendduringcreditsstingeranimationfamilyadventurecomedyowenwilsonlarrythecableguymichaelcaineemilymortimerjohnturturrojohnlasseterbradlewi
41,44912,Green Lantern,"forcenturies,asmallbutpowerfulforceofwarriorscalledthegreenlanterncorpshassworntokeepintergalacticorder.eachgreenlanternwearsaringthatgrantshimsuperpowers.butwhenanewenemycalledparallaxthreatenstodestroythebalanceofpowerintheuniverse,theirfateandthefateofearthlieinthehandsofthefirsthumaneverrecruited.dccomicstransformationsuperheroalienalieninfectionmagicalobjectprotectorsuperpowersorigin3dadventureactionthrillersciencefictionryanreynoldsblakelivelypetersarsgaardtimrobbinsmarkstrongmartincampbel"
42,10193,Toy Story 3,"woody,buzz,andtherestofandy'stoyshaven'tbeenplayedwithinyears.withandyabouttogotocollege,thegangfindthemselvesaccidentallyleftatanefariousdaycarecenter.thetoysmustbandtogethertoescapeandreturnhometoandy.hostagecollegetoybarbieanimationescapedaycareteddybearduringcreditsstingertoycomestolifepersonificationinanimateobjectscomingtolifetoystoryanimationfamilycomedytomhankstimallennedbeattyjoancusackmichaelkeatonleeunkrich"
43,534,Terminator Salvation,"allgrownupinpost-apocalyptic2018,johnconnormustleadtheresistanceofhumansagainsttheincreasinglydominatingmilitaristicrobots.butwhenmarcuswrightappears,hisexistenceconfusesthemissionasconnortriestodeterminewhetherwrighthascomefromthefutureorthepast--andwhetherhe'sfriendorfoe.savingtheworldartificialintelligenceprophecysanfranciscocyborgkillerrobotgasstationpost-apocalypticdystopiaarmyfirearmwartimelosangelesactionsciencefictionthrillerchristianbalesamworthingtonantonyelchinmoonbloodgoodbrycedallashowardmcg"
44,168259,Furious 7,deckardshawseeksrevengeagainstdominictorettoandhisfamilyforhiscomatosebrother.carracespeedrevengesuspensecarracemusclecaractionvindieselpaulwalkerdwaynejohnsonmichellerodrigueztyresegibsonjameswan
45,72190,World War Z,"lifeforformerunitednationsinvestigatorgerrylaneandhisfamilyseemscontent.suddenly,theworldisplaguedbyamysteriousinfectionturningwholehumanpopulationsintorampagingmindlesszombies.afterbarelyescapingthechaos,laneispersuadedtogoonamissiontoinvestigatethisdisease.whatfollowsisaperiloustrekaroundtheworldwherelanemustbravehorrificdangersandlongoddstofindanswersbeforehumancivilizationfalls.dystopiaapocalypsezombienuclearweaponsmultipleperspectiveszombieapocalypseactiondramahorrorsciencefictionthrillerbradpittmireilleenosabigailhargrovesterlingjerinsjamesbadgedalemarcforst"
46,127585,X-Men: Days of Future Past,theultimatex-menensemblefightsawarforthesurvivalofthespeciesacrosstwotimeperiodsastheyjoinforceswiththeiryoungerselvesinanepicbattlethatmustchangethepast–tosaveourfuture.1970smutanttimetravelmarvelcomicbasedoncomicbooksuperhumanstormbeastaftercreditsstingerchangingthepastorfutureactionadventurefantasysciencefictionhughjackmanjamesmcavoymichaelfassbenderjenniferlawrencehalleberrybryansing
47,54138,Star Trek Into Darkness,"whenthecrewoftheenterpriseiscalledbackhome,theyfindanunstoppableforceofterrorfromwithintheirownorganizationhasdetonatedthefleetandeverythingitstandsfor,leavingourworldinastateofcrisis.withapersonalscoretosettle,captainkirkleadsamanhunttoawar-zoneworldtocaptureaonemanweaponofmassdestruction.asourheroesarepropelledintoanepicchessgameoflifeanddeath,lovewillbechallenged,friendshipswillbetornapart,andsacrificesmustbemadefortheonlyfamilykirkhasleft:hiscrew.spacecraftfriendshipsequelfuturisticspacealienimaxspaceoperaterroristbombing3dactionadventuresciencefictionchrispinezacharyquintozoesaldanakarlurbansimonpeggj.j.abram"
48,81005,Jack the Giant Slayer,"thestoryofanancientwarthatisreignitedwhenayoungfarmhandunwittinglyopensagatewaybetweenourworldandafearsomeraceofgiants.unleashedontheearthforthefirsttimeincenturies,thegiantsstrivetoreclaimthelandtheyoncelost,forcingtheyoungman,jackintothebattleofhislifetostopthem.fightingforakingdom,itspeople,andtheloveofabraveprincess,hecomesfacetofacewiththeunstoppablewarriorshethoughtonlyexistedinlegend–andgetsthechancetobecomealegendhimself.basedonfairytalegiantactionfamilyfantasynicholashoulteleanortomlinsonewanmcgregorstanleytucciianmcshanebryansing"
49,64682,The Great Gatsby,"anadaptationoff.scottfitzgerald'slongisland-setnovel,wheremidwesternernickcarrawayisluredintothelavishworldofhisneighbor,jaygatsby.soonenough,however,carrawaywillseethroughthecracksofgatsby'snouveauricheexistence,whereobsession,madness,andtragedyawait.basedonnovelinfidelityobsessionhope3ddramaromanceleonardodicapriotobeymaguirecareymulliganjoeledgertonelizabethdebickibazluhrmann"
50,9543,Prince of Persia: The Sands of Time,"arogueprincereluctantlyjoinsforceswithamysteriousprincessandtogether,theyraceagainstdarkforcestosafeguardanancientdaggercapableofreleasingthesandsoftime–giftfromthegodsthatcanreversetimeandallowitspossessortoruletheworld.persiasandstormbrotheragainstbrotherarmageddonregentbasedonvideogameadventurefantasyactionromancejakegyllenhaalgemmaartertonbenkingsleyalfredmolinastevetoussaintmikenewel"
51,68726,Pacific Rim,"whenlegionsofmonstrouscreatures,knownaskaiju,startedrisingfromthesea,awarbeganthatwouldtakemillionsoflivesandconsumehumanity'sresourcesforyearsonend.tocombatthegiantkaiju,aspecialtypeofweaponwasdevised:massiverobots,calledjaegers,whicharecontrolledsimultaneouslybytwopilotswhosemindsarelockedinaneuralbridge.buteventhejaegersareprovingnearlydefenselessinthefaceoftherelentlesskaiju.onthevergeofdefeat,theforcesdefendingmankindhavenochoicebuttoturntotwounlikelyheroes—awashed-upformerpilot(charliehunnam)andanuntestedtrainee(rinkokikuchi)—whoareteamedtodrivealegendarybutseeminglyobsoletejaegerfromthepast.together,theystandasmankind'slasthopeagainstthemountingapocalypse.dystopiagiantrobotgiantmonsterapocalypseimaxduringcreditsstinger3dactionsciencefictionadventureidriselbacharliehunnamcharliedayronperlmanburngormanguillermodeltoro"
52,38356,Transformers: Dark of the Moon,"samwitwickytakeshisfirsttenuousstepsintoadulthoodwhileremainingareluctanthumanallyofautobot-leaderoptimusprime.thefilmcentersaroundthespaceracebetweentheussrandtheusa,suggestingtherewasahiddentransformersroleinitallthatremainsoneoftheplanet'smostdangeroussecrets.moonspacecrafttraitorbodyguardalienplanetbasedoncartoontransformersgiantrobotsabotageworddominationcommandoduringcreditsstingeractionsciencefictionadventureshialabeoufjohnmalkovichkenjeongfrancesmcdormandjoshduhamelmichaelbay"
